
============================================================
ANALISIS: NVDA | C1_SQUEEZE_CALL | ENTRADA: 130.63 | TP: 132.13 | SL: 126.13
20:30 | 180.74 | 180.96 | 180.66 | 180.89 | 2146983 
20:45 | 180.88 | 180.89 | 180.53 | 180.65 | 2181093 
21:00 | 180.65 | 180.86 | 180.26 | 180.36 | 3006149 
21:15 | 180.36 | 180.37 | 179.91 | 180.02 | 3441312 
21:30 | 180.02 | 180.03 | 179.49 | 179.74 | 4648361 
21:45 | 179.74 | 179.90 | 179.27 | 179.64 | 8664778 
15:30 | 181.62 | 183.11 | 180.00 | 181.88 | 12258668 
15:45 | 181.86 | 182.69 | 180.66 | 180.71 | 7408595 
16:00 | 180.71 | 181.22 | 180.08 | 180.43 | 6113859 
16:15 | 180.42 | 181.30 | 180.06 | 181.08 | 5113896 
16:30 | 181.09 | 182.90 | 181.01 | 182.72 | 6723646 
16:45 | 182.73 | 183.01 | 181.73 | 181.74 | 5457399 
17:00 | 181.73 | 182.06 | 181.15 | 181.95 | 4101893 [ENTRADA]
17:15 | 181.95 | 182.72 | 181.77 | 182.64 | 4032944 
17:30 | 182.63 | 183.34 | 182.49 | 182.97 | 4597548 
17:45 | 182.98 | 184.27 | 182.95 | 184.24 | 5956835 
18:00 | 184.22 | 184.52 | 183.27 | 183.91 | 5545252 
18:15 | 183.91 | 184.13 | 183.52 | 183.55 | 3433523 
18:30 | 183.54 | 184.08 | 183.34 | 184.05 | 2771141 
18:45 | 184.06 | 184.11 | 183.39 | 183.48 | 2414072 
19:00 | 183.48 | 183.58 | 183.06 | 183.50 | 2628653 
19:15 | 183.51 | 183.68 | 183.26 | 183.62 | 2086816 
19:30 | 183.60 | 183.79 | 183.14 | 183.23 | 2050075 
19:45 | 183.24 | 183.59 | 183.11 | 183.46 | 1799224 
20:00 | 183.46 | 183.49 | 182.81 | 182.93 | 2382800 
20:15 | 182.94 | 182.95 | 182.00 | 182.31 | 4078472 
20:30 | 182.31 | 183.24 | 182.25 | 182.97 | 2864787 
20:45 | 182.97 | 183.22 | 182.60 | 182.85 | 3135761 
21:00 | 182.84 | 182.92 | 182.34 | 182.80 | 2130785 
21:15 | 182.80 | 182.80 | 182.31 | 182.32 | 2210213 
21:30 | 182.33 | 182.62 | 182.28 | 182.59 | 2284031 
21:45 | 182.60 | 183.70 | 182.48 | 183.40 | 6081009 
15:30 | 183.89 | 184.66 | 180.91 | 181.24 | 10622328 
15:45 | 181.25 | 182.22 | 181.14 | 181.96 | 7238024 
16:00 | 181.95 | 183.27 | 181.57 | 183.14 | 6838326 
16:15 | 183.14 | 183.30 | 182.33 | 182.77 | 4667511 
16:30 | 182.76 | 183.35 | 182.51 | 182.66 | 3867105 
16:45 | 182.64 | 182.85 | 181.64 | 181.98 | 4582213 
17:00 | 181.97 | 182.33 | 181.66 | 181.70 | 3502185 
RESULTADO: EN CURSO
============================================================


============================================================
ANALISIS: MSFT | C1_SQUEEZE_CALL | ENTRADA: 478.51 | TP: 480.01 | SL: 475.51
Hora  |  Open  |  High  |  Low   |  Close |  Vol
21:00 | 473.95 | 474.17 | 473.64 | 473.82 | 303397 
21:15 | 473.83 | 473.95 | 473.39 | 473.71 | 354411 
21:30 | 473.71 | 474.50 | 473.34 | 473.38 | 618826 
21:45 | 473.38 | 473.56 | 472.04 | 472.92 | 1363357 
15:30 | 473.80 | 474.25 | 470.86 | 471.50 | 1073698 
15:45 | 471.49 | 473.43 | 471.30 | 471.61 | 614423 
16:00 | 471.57 | 471.65 | 469.75 | 470.36 | 885696 
16:15 | 470.32 | 472.07 | 470.23 | 471.70 | 467390 
16:30 | 471.67 | 472.65 | 471.58 | 471.72 | 467604 
16:45 | 471.70 | 472.58 | 471.59 | 472.19 | 309448 
17:00 | 472.17 | 472.42 | 471.35 | 472.17 | 295196 
17:15 | 472.15 | 472.50 | 471.82 | 472.22 | 254711 
17:30 | 472.22 | 472.26 | 471.36 | 471.38 | 211248 
17:45 | 471.38 | 472.00 | 471.12 | 471.32 | 186630 
18:00 | 471.31 | 472.15 | 471.12 | 472.04 | 225665 
18:15 | 472.04 | 473.14 | 471.99 | 472.72 | 301999 
18:30 | 472.75 | 475.57 | 472.73 | 475.00 | 627990 
18:45 | 475.01 | 475.81 | 474.81 | 475.60 | 351573 
19:00 | 475.62 | 475.66 | 474.49 | 474.59 | 259176 
19:15 | 474.63 | 475.09 | 474.03 | 474.06 | 231570 
19:30 | 474.04 | 475.23 | 473.93 | 475.19 | 252713 
19:45 | 475.23 | 477.60 | 475.20 | 476.20 | 328551 
20:00 | 476.26 | 476.70 | 475.50 | 476.64 | 292740 
20:15 | 476.65 | 476.99 | 476.41 | 476.72 | 231876 
20:30 | 476.72 | 476.74 | 476.04 | 476.46 | 215664 
20:45 | 476.46 | 477.13 | 476.38 | 476.83 | 294897 
21:00 | 476.84 | 477.11 | 476.28 | 477.05 | 258822 [ENTRADA]
21:15 | 477.05 | 477.84 | 476.98 | 477.20 | 433219 
21:30 | 477.18 | 477.82 | 476.86 | 477.65 | 336247 
21:45 | 477.63 | 478.74 | 477.10 | 478.51 | 1290200 
15:30 | 479.75 | 485.12 | 477.95 | 483.96 | 2114285 
15:45 | 483.96 | 484.78 | 483.20 | 483.62 | 720000 
16:00 | 483.68 | 484.11 | 482.42 | 483.78 | 664054 
16:15 | 483.81 | 484.18 | 482.75 | 483.40 | 586820 
16:30 | 483.38 | 486.90 | 483.35 | 486.39 | 1024240 
16:45 | 486.39 | 487.73 | 486.27 | 487.72 | 610163 
17:00 | 487.74 | 489.70 | 487.73 | 488.65 | 872981 
17:15 | 488.65 | 489.02 | 487.58 | 487.71 | 557318 
17:30 | 487.71 | 487.81 | 486.80 | 487.47 | 472092 
17:45 | 487.46 | 488.39 | 487.31 | 487.88 | 335862 
18:00 | 487.85 | 488.75 | 487.62 | 488.46 | 413526 
18:15 | 488.45 | 488.81 | 487.57 | 488.23 | 420780 
18:30 | 488.19 | 488.94 | 487.66 | 488.87 | 344358 
18:45 | 488.91 | 489.17 | 488.19 | 488.87 | 382988 
19:00 | 488.87 | 488.94 | 488.00 | 488.35 | 275596 
19:15 | 488.36 | 488.71 | 487.93 | 488.32 | 254380 
19:30 | 488.36 | 488.58 | 488.21 | 488.41 | 264200 
19:45 | 488.42 | 488.85 | 487.54 | 487.58 | 323352 
20:00 | 487.61 | 487.61 | 485.79 | 485.93 | 356446 
20:15 | 485.92 | 485.97 | 485.20 | 485.49 | 285942 
20:30 | 485.51 | 485.52 | 484.91 | 485.18 | 249683 
20:45 | 485.19 | 485.48 | 484.96 | 484.99 | 217191 
21:00 | 485.00 | 485.22 | 484.13 | 484.35 | 249796 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: MSFT | C1_SQUEEZE_CALL | ENTRADA: 487.72 | TP: 489.22 | SL: 484.72
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 471.57 | 471.65 | 469.75 | 470.36 | 885696 
16:15 | 470.32 | 472.07 | 470.23 | 471.70 | 467390 
16:30 | 471.67 | 472.65 | 471.58 | 471.72 | 467604 
16:45 | 471.70 | 472.58 | 471.59 | 472.19 | 309448 
17:00 | 472.17 | 472.42 | 471.35 | 472.17 | 295196 
17:15 | 472.15 | 472.50 | 471.82 | 472.22 | 254711 
17:30 | 472.22 | 472.26 | 471.36 | 471.38 | 211248 
17:45 | 471.38 | 472.00 | 471.12 | 471.32 | 186630 
18:00 | 471.31 | 472.15 | 471.12 | 472.04 | 225665 
18:15 | 472.04 | 473.14 | 471.99 | 472.72 | 301999 
18:30 | 472.75 | 475.57 | 472.73 | 475.00 | 627990 
18:45 | 475.01 | 475.81 | 474.81 | 475.60 | 351573 
19:00 | 475.62 | 475.66 | 474.49 | 474.59 | 259176 
19:15 | 474.63 | 475.09 | 474.03 | 474.06 | 231570 
19:30 | 474.04 | 475.23 | 473.93 | 475.19 | 252713 
19:45 | 475.23 | 477.60 | 475.20 | 476.20 | 328551 
20:00 | 476.26 | 476.70 | 475.50 | 476.64 | 292740 
20:15 | 476.65 | 476.99 | 476.41 | 476.72 | 231876 
20:30 | 476.72 | 476.74 | 476.04 | 476.46 | 215664 
20:45 | 476.46 | 477.13 | 476.38 | 476.83 | 294897 
21:00 | 476.84 | 477.11 | 476.28 | 477.05 | 258822 
21:15 | 477.05 | 477.84 | 476.98 | 477.20 | 433219 
21:30 | 477.18 | 477.82 | 476.86 | 477.65 | 336247 
21:45 | 477.63 | 478.74 | 477.10 | 478.51 | 1290200 
15:30 | 479.75 | 485.12 | 477.95 | 483.96 | 2114285 
15:45 | 483.96 | 484.78 | 483.20 | 483.62 | 720000 
16:00 | 483.68 | 484.11 | 482.42 | 483.78 | 664054 [ENTRADA]
16:15 | 483.81 | 484.18 | 482.75 | 483.40 | 586820 
16:30 | 483.38 | 486.90 | 483.35 | 486.39 | 1024240 
16:45 | 486.39 | 487.73 | 486.27 | 487.72 | 610163 
17:00 | 487.74 | 489.70 | 487.73 | 488.65 | 872981 
17:15 | 488.65 | 489.02 | 487.58 | 487.71 | 557318 
17:30 | 487.71 | 487.81 | 486.80 | 487.47 | 472092 
17:45 | 487.46 | 488.39 | 487.31 | 487.88 | 335862 
18:00 | 487.85 | 488.75 | 487.62 | 488.46 | 413526 
18:15 | 488.45 | 488.81 | 487.57 | 488.23 | 420780 
18:30 | 488.19 | 488.94 | 487.66 | 488.87 | 344358 
18:45 | 488.91 | 489.17 | 488.19 | 488.87 | 382988 
19:00 | 488.87 | 488.94 | 488.00 | 488.35 | 275596 
19:15 | 488.36 | 488.71 | 487.93 | 488.32 | 254380 
19:30 | 488.36 | 488.58 | 488.21 | 488.41 | 264200 
19:45 | 488.42 | 488.85 | 487.54 | 487.58 | 323352 
20:00 | 487.61 | 487.61 | 485.79 | 485.93 | 356446 
20:15 | 485.92 | 485.97 | 485.20 | 485.49 | 285942 
20:30 | 485.51 | 485.52 | 484.91 | 485.18 | 249683 
20:45 | 485.19 | 485.48 | 484.96 | 484.99 | 217191 
21:00 | 485.00 | 485.22 | 484.13 | 484.35 | 249796 
21:15 | 484.35 | 484.91 | 484.19 | 484.55 | 390824 
21:30 | 484.53 | 484.56 | 483.52 | 483.95 | 436256 
21:45 | 483.95 | 484.08 | 483.02 | 483.50 | 1030912 
15:30 | 481.24 | 482.66 | 476.11 | 476.56 | 1119073 
15:45 | 476.53 | 479.09 | 475.86 | 477.96 | 724820 
16:00 | 477.89 | 479.49 | 477.44 | 478.41 | 556106 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: TSLA | C1_SQUEEZE_CALL | ENTRADA: 459.13 | TP: 460.63 | SL: 454.63
Hora  |  Open  |  High  |  Low   |  Close |  Vol
21:00 | 446.62 | 446.99 | 446.20 | 446.32 | 613394 
21:15 | 446.31 | 446.60 | 444.51 | 444.99 | 1260320 
21:30 | 444.98 | 445.97 | 444.18 | 445.26 | 1467298 
21:45 | 445.27 | 447.00 | 445.24 | 446.94 | 1939396 
15:30 | 448.09 | 459.88 | 447.98 | 458.13 | 7889983 
15:45 | 458.13 | 463.01 | 457.37 | 460.72 | 6180834 
16:00 | 460.75 | 461.04 | 454.17 | 454.83 | 5478102 
16:15 | 454.79 | 456.60 | 449.88 | 450.13 | 4498180 
16:30 | 450.16 | 451.89 | 447.66 | 450.27 | 4049289 
16:45 | 450.26 | 451.58 | 447.47 | 448.08 | 2993813 
17:00 | 448.02 | 449.84 | 444.85 | 445.99 | 3297266 
17:15 | 445.90 | 447.36 | 443.93 | 445.93 | 2324051 
17:30 | 445.93 | 445.94 | 441.67 | 443.64 | 2520315 
17:45 | 443.58 | 444.17 | 442.07 | 443.40 | 1594092 
18:00 | 443.41 | 446.80 | 443.13 | 446.49 | 2288994 
18:15 | 446.52 | 449.18 | 446.44 | 448.04 | 2637039 
18:30 | 448.04 | 449.94 | 447.36 | 449.30 | 1903919 
18:45 | 449.28 | 451.70 | 449.23 | 450.85 | 2096419 
19:00 | 450.85 | 454.37 | 450.60 | 454.11 | 2584015 
19:15 | 454.10 | 455.66 | 453.59 | 455.61 | 2851726 
19:30 | 455.61 | 456.39 | 454.30 | 454.60 | 2725192 
19:45 | 454.65 | 456.10 | 453.43 | 453.63 | 2008514 
20:00 | 453.65 | 454.00 | 452.05 | 452.28 | 1977073 
20:15 | 452.28 | 452.75 | 450.09 | 450.90 | 1922244 
20:30 | 450.94 | 453.09 | 450.90 | 452.30 | 1730213 
20:45 | 452.30 | 452.79 | 451.08 | 452.39 | 1378666 
21:00 | 452.40 | 453.85 | 452.04 | 452.53 | 1694133 [ENTRADA]
21:15 | 452.54 | 455.69 | 452.20 | 455.07 | 2655135 
21:30 | 455.05 | 456.90 | 453.75 | 456.12 | 2901101 
21:45 | 456.09 | 459.17 | 456.01 | 459.13 | 4902290 
15:30 | 469.45 | 481.32 | 467.66 | 476.17 | 13251180 
15:45 | 476.19 | 481.18 | 475.32 | 477.56 | 6950966 
16:00 | 477.67 | 477.77 | 472.42 | 474.06 | 5491835 
16:15 | 474.03 | 477.07 | 470.71 | 472.13 | 4678188 
16:30 | 472.14 | 479.10 | 471.38 | 479.00 | 4307601 
16:45 | 479.05 | 480.17 | 477.52 | 478.59 | 4035448 
17:00 | 478.59 | 478.72 | 475.93 | 476.51 | 2502382 
17:15 | 476.52 | 481.77 | 476.40 | 481.04 | 3671355 
17:30 | 481.15 | 481.66 | 476.66 | 477.41 | 3090530 
17:45 | 477.43 | 478.80 | 476.13 | 477.26 | 2167738 
18:00 | 477.29 | 477.59 | 475.06 | 477.45 | 2181231 
18:15 | 477.45 | 477.75 | 475.63 | 476.99 | 1605022 
18:30 | 476.96 | 477.72 | 476.01 | 477.19 | 1418811 
18:45 | 477.17 | 477.42 | 474.49 | 477.36 | 2104633 
19:00 | 477.34 | 478.44 | 476.64 | 477.62 | 1720017 
19:15 | 477.66 | 477.86 | 475.26 | 475.70 | 1320539 
19:30 | 475.73 | 476.70 | 474.57 | 476.17 | 1576380 
19:45 | 476.16 | 477.40 | 475.53 | 477.12 | 1291047 
20:00 | 477.11 | 478.33 | 475.65 | 475.65 | 1950423 
20:15 | 475.65 | 477.96 | 475.54 | 476.67 | 1669944 
20:30 | 476.67 | 476.88 | 475.73 | 476.81 | 1326891 
20:45 | 476.81 | 478.88 | 476.45 | 478.81 | 1885081 
21:00 | 478.79 | 478.83 | 476.80 | 477.73 | 1892446 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: MSFT | C1_SQUEEZE_CALL | ENTRADA: 467.73 | TP: 469.23 | SL: 464.73
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 446.09 | 446.70 | 444.97 | 444.97 | 747339 
16:15 | 444.99 | 446.94 | 444.70 | 446.79 | 722425 
16:30 | 446.79 | 447.56 | 446.19 | 446.96 | 652564 
16:45 | 446.94 | 447.50 | 446.48 | 446.57 | 470983 
17:00 | 446.57 | 447.19 | 446.47 | 447.13 | 551579 
17:15 | 447.13 | 449.19 | 447.01 | 449.16 | 616281 
17:30 | 449.17 | 449.49 | 448.50 | 449.16 | 484810 
17:45 | 449.18 | 449.87 | 449.00 | 449.50 | 390470 
18:00 | 449.50 | 450.22 | 449.29 | 449.79 | 486540 
18:15 | 449.79 | 450.21 | 449.51 | 449.92 | 293868 
18:30 | 449.91 | 451.16 | 449.89 | 450.90 | 396550 
18:45 | 450.90 | 451.75 | 450.89 | 451.56 | 304468 
19:00 | 451.54 | 452.84 | 451.25 | 451.33 | 504020 
19:15 | 451.33 | 452.06 | 451.18 | 451.89 | 342283 
19:30 | 451.86 | 452.32 | 451.29 | 451.31 | 343457 
19:45 | 451.35 | 451.82 | 450.93 | 450.94 | 367548 
20:00 | 450.94 | 451.84 | 450.84 | 451.56 | 336118 
20:15 | 451.55 | 451.95 | 451.33 | 451.73 | 246192 
20:30 | 451.71 | 451.79 | 451.03 | 451.03 | 284299 
20:45 | 451.00 | 451.08 | 449.98 | 450.00 | 349415 
21:00 | 450.02 | 451.02 | 449.94 | 450.98 | 458886 
21:15 | 451.01 | 451.13 | 450.34 | 450.40 | 387121 
21:30 | 450.39 | 450.69 | 449.66 | 450.09 | 530606 
21:45 | 450.12 | 451.49 | 450.12 | 451.15 | 1188550 
15:30 | 451.87 | 455.20 | 450.62 | 454.63 | 2023497 
15:45 | 454.70 | 457.67 | 453.60 | 457.28 | 1467941 
16:00 | 457.28 | 462.49 | 457.28 | 461.34 | 1816485 [ENTRADA]
16:15 | 461.35 | 463.71 | 461.32 | 463.15 | 1198124 
16:30 | 463.13 | 465.82 | 463.13 | 464.84 | 1229481 
16:45 | 464.79 | 467.79 | 464.48 | 467.73 | 1294474 
17:00 | 467.75 | 469.28 | 467.31 | 468.94 | 1206868 
17:15 | 468.94 | 469.25 | 466.59 | 466.69 | 1169513 
17:30 | 466.65 | 468.67 | 465.58 | 468.51 | 1377292 
17:45 | 468.53 | 469.55 | 467.52 | 467.66 | 1027714 
18:00 | 467.68 | 469.31 | 466.91 | 469.30 | 665577 
18:15 | 469.30 | 470.17 | 468.34 | 469.83 | 812741 
18:30 | 469.83 | 470.25 | 468.33 | 468.64 | 731454 
18:45 | 468.57 | 469.13 | 467.70 | 468.34 | 527988 
19:00 | 468.36 | 470.25 | 468.16 | 469.93 | 652793 
19:15 | 469.91 | 470.89 | 469.75 | 470.71 | 744287 
19:30 | 470.74 | 471.10 | 468.88 | 469.01 | 610794 
19:45 | 469.01 | 469.20 | 468.07 | 468.12 | 363985 
20:00 | 468.10 | 469.51 | 467.92 | 469.31 | 398758 
20:15 | 469.30 | 469.95 | 469.11 | 469.52 | 425089 
20:30 | 469.54 | 469.86 | 468.69 | 469.18 | 406045 
20:45 | 469.20 | 469.49 | 468.44 | 468.58 | 276351 
21:00 | 468.58 | 468.67 | 467.13 | 467.59 | 458358 
21:15 | 467.57 | 467.82 | 467.04 | 467.70 | 437976 
21:30 | 467.69 | 468.68 | 467.18 | 468.58 | 615178 
21:45 | 468.55 | 468.60 | 465.65 | 465.81 | 3046363 
15:30 | 465.32 | 467.68 | 462.00 | 466.98 | 2322833 
15:45 | 467.01 | 470.35 | 466.12 | 468.91 | 1180259 
16:00 | 468.93 | 469.98 | 468.04 | 469.06 | 908147 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: AAPL | C1_SQUEEZE_CALL | ENTRADA: 254.80 | TP: 256.30 | SL: 251.80
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 245.92 | 246.47 | 245.81 | 245.95 | 1147983 
16:15 | 245.94 | 247.24 | 245.71 | 247.01 | 1344105 
16:30 | 247.02 | 248.34 | 246.97 | 248.04 | 984529 
16:45 | 248.05 | 249.30 | 247.85 | 248.98 | 926707 
17:00 | 248.98 | 249.41 | 248.64 | 248.83 | 671948 
17:15 | 248.83 | 248.94 | 248.28 | 248.35 | 685133 
17:30 | 248.37 | 248.71 | 247.87 | 248.32 | 826394 
17:45 | 248.31 | 248.63 | 248.04 | 248.24 | 546877 
18:00 | 248.24 | 248.26 | 247.88 | 248.05 | 510535 
18:15 | 248.06 | 248.80 | 247.95 | 248.74 | 572948 
18:30 | 248.72 | 248.81 | 247.89 | 248.09 | 417961 
18:45 | 248.08 | 248.22 | 247.61 | 247.79 | 536155 
19:00 | 247.77 | 248.06 | 247.65 | 247.70 | 478632 
19:15 | 247.72 | 248.16 | 247.69 | 247.93 | 429085 
19:30 | 247.96 | 248.03 | 247.34 | 247.38 | 577742 
19:45 | 247.38 | 247.56 | 246.96 | 247.52 | 622501 
20:00 | 247.53 | 247.88 | 247.22 | 247.76 | 784419 
20:15 | 247.76 | 248.01 | 247.47 | 247.48 | 521861 
20:30 | 247.47 | 248.20 | 247.40 | 248.15 | 404792 
20:45 | 248.15 | 248.25 | 247.91 | 248.17 | 375570 
21:00 | 248.17 | 248.26 | 247.96 | 248.19 | 415372 
21:15 | 248.18 | 248.47 | 248.15 | 248.19 | 694543 
21:30 | 248.19 | 248.73 | 248.06 | 248.71 | 717080 
21:45 | 248.71 | 248.85 | 247.74 | 247.97 | 2005273 
15:30 | 251.50 | 253.25 | 249.80 | 252.71 | 4252907 
15:45 | 252.73 | 253.79 | 252.27 | 252.74 | 1824427 
16:00 | 252.75 | 254.10 | 252.62 | 253.68 | 1926063 [ENTRADA]
16:15 | 253.70 | 254.89 | 253.51 | 254.04 | 1667604 
16:30 | 254.02 | 255.34 | 253.92 | 254.96 | 1737074 
16:45 | 254.98 | 255.50 | 254.67 | 254.80 | 1217037 
17:00 | 254.81 | 255.33 | 254.56 | 255.12 | 1129487 
17:15 | 255.14 | 255.21 | 254.23 | 255.10 | 901239 
17:30 | 255.09 | 255.28 | 254.81 | 255.00 | 973711 
17:45 | 255.01 | 255.25 | 254.60 | 254.86 | 593204 
18:00 | 254.87 | 255.43 | 254.26 | 254.29 | 765167 
18:15 | 254.29 | 254.85 | 254.28 | 254.50 | 454673 
18:30 | 254.47 | 254.75 | 254.43 | 254.66 | 431862 
18:45 | 254.66 | 254.67 | 254.08 | 254.33 | 413209 
19:00 | 254.33 | 254.48 | 254.08 | 254.24 | 411360 
19:15 | 254.24 | 254.69 | 254.09 | 254.66 | 396211 
19:30 | 254.64 | 255.17 | 254.32 | 254.59 | 538333 
19:45 | 254.58 | 255.35 | 254.48 | 255.11 | 697631 
20:00 | 255.10 | 255.56 | 255.10 | 255.46 | 716491 
20:15 | 255.45 | 255.97 | 255.28 | 255.94 | 866069 
20:30 | 255.93 | 256.27 | 255.71 | 256.13 | 856530 
20:45 | 256.13 | 256.56 | 256.07 | 256.10 | 856406 
21:00 | 256.11 | 256.37 | 255.73 | 255.80 | 727438 
21:15 | 255.81 | 255.96 | 255.47 | 255.73 | 924638 
21:30 | 255.73 | 255.99 | 255.45 | 255.51 | 896641 
21:45 | 255.51 | 255.66 | 254.75 | 255.42 | 2754752 
15:30 | 259.14 | 260.78 | 258.66 | 260.59 | 5191950 
15:45 | 260.60 | 261.95 | 260.38 | 261.47 | 2787388 
16:00 | 261.48 | 261.58 | 259.95 | 260.03 | 1866989 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AAPL | C1_SQUEEZE_CALL | ENTRADA: 269.99 | TP: 271.49 | SL: 266.99
Hora  |  Open  |  High  |  Low   |  Close |  Vol
21:00 | 258.29 | 258.74 | 257.56 | 258.65 | 1179716 
21:15 | 258.65 | 259.92 | 258.45 | 259.91 | 1812636 
21:30 | 259.92 | 261.04 | 259.82 | 260.99 | 2693332 
21:45 | 260.98 | 261.90 | 258.00 | 258.24 | 6952790 
15:30 | 260.02 | 263.97 | 259.20 | 261.16 | 5145495 
15:45 | 261.17 | 263.93 | 260.92 | 263.32 | 2670693 
16:00 | 263.29 | 264.69 | 263.16 | 264.66 | 2728424 
16:15 | 264.63 | 265.25 | 264.08 | 265.04 | 1955022 
16:30 | 265.04 | 265.37 | 263.59 | 263.95 | 1383518 
16:45 | 263.92 | 263.97 | 262.30 | 262.74 | 1064976 
17:00 | 262.70 | 263.42 | 262.51 | 263.25 | 855286 
17:15 | 263.24 | 264.57 | 263.13 | 264.29 | 859130 
17:30 | 264.31 | 264.73 | 264.21 | 264.69 | 652970 
17:45 | 264.71 | 264.71 | 263.89 | 264.47 | 594363 
18:00 | 264.45 | 264.85 | 264.33 | 264.39 | 629588 
18:15 | 264.38 | 264.51 | 263.81 | 264.18 | 608158 
18:30 | 264.19 | 264.44 | 263.78 | 263.93 | 515838 
18:45 | 263.93 | 264.43 | 263.85 | 264.17 | 417573 
19:00 | 264.19 | 265.31 | 264.19 | 264.79 | 832815 
19:15 | 264.78 | 265.27 | 264.61 | 265.16 | 638891 
19:30 | 265.15 | 265.70 | 265.01 | 265.39 | 903032 
19:45 | 265.38 | 266.74 | 265.34 | 266.71 | 1368114 
20:00 | 266.70 | 267.14 | 266.54 | 267.12 | 1441150 
20:15 | 267.10 | 267.35 | 266.76 | 267.18 | 1218408 
20:30 | 267.13 | 267.44 | 266.82 | 267.29 | 1170351 
20:45 | 267.30 | 268.28 | 267.23 | 268.00 | 1521159 
21:00 | 268.03 | 269.57 | 267.85 | 268.55 | 2569994 [ENTRADA]
21:15 | 268.55 | 269.40 | 268.31 | 268.98 | 1394920 
21:30 | 268.98 | 269.72 | 268.84 | 269.45 | 1830182 
21:45 | 269.43 | 270.49 | 269.40 | 269.99 | 4685613 
15:30 | 269.20 | 270.33 | 267.68 | 268.21 | 3062553 
15:45 | 268.23 | 271.58 | 268.14 | 270.36 | 2423990 
16:00 | 270.38 | 270.68 | 268.70 | 268.95 | 1561682 
16:15 | 268.95 | 270.01 | 268.38 | 269.88 | 1602073 
16:30 | 269.85 | 269.97 | 267.61 | 268.41 | 1253071 
16:45 | 268.42 | 271.14 | 268.29 | 271.07 | 1571414 
17:00 | 271.08 | 271.29 | 269.97 | 270.09 | 1557817 
17:15 | 270.09 | 270.59 | 268.77 | 268.90 | 1239464 
17:30 | 268.90 | 270.50 | 268.55 | 269.74 | 1410019 
17:45 | 269.76 | 269.98 | 268.78 | 268.96 | 598588 
18:00 | 268.94 | 269.78 | 268.64 | 268.92 | 918527 
18:15 | 268.90 | 269.34 | 268.29 | 268.90 | 971244 
18:30 | 268.89 | 269.55 | 268.74 | 269.44 | 1337909 
18:45 | 269.41 | 270.00 | 269.01 | 269.63 | 929861 
19:00 | 269.68 | 270.39 | 269.32 | 269.38 | 800173 
19:15 | 269.35 | 269.99 | 268.93 | 269.34 | 803427 
19:30 | 269.34 | 269.69 | 268.85 | 269.53 | 996777 
19:45 | 269.53 | 270.57 | 269.37 | 270.25 | 927236 
20:00 | 270.26 | 270.98 | 269.92 | 270.84 | 1402463 
20:15 | 270.82 | 271.88 | 270.61 | 271.48 | 1451969 
20:30 | 271.47 | 271.70 | 270.66 | 270.95 | 825785 
20:45 | 270.96 | 271.16 | 269.95 | 270.00 | 890743 
21:00 | 269.97 | 270.24 | 268.65 | 269.83 | 1142704 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AMD | C1_SQUEEZE_CALL | ENTRADA: 250.53 | TP: 252.03 | SL: 247.53
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 233.11 | 235.63 | 232.64 | 234.83 | 2233346 
16:15 | 234.78 | 237.58 | 233.41 | 237.22 | 2196633 
16:30 | 237.22 | 239.48 | 236.60 | 238.77 | 1861728 
16:45 | 238.81 | 239.09 | 237.23 | 238.41 | 1503852 
17:00 | 238.37 | 238.90 | 237.75 | 238.20 | 1279117 
17:15 | 238.22 | 238.56 | 237.45 | 238.37 | 1190100 
17:30 | 238.33 | 239.50 | 237.77 | 238.33 | 1320070 
17:45 | 238.37 | 239.13 | 237.67 | 238.78 | 857318 
18:00 | 238.75 | 238.75 | 236.50 | 236.70 | 802253 
18:15 | 236.70 | 236.84 | 235.96 | 236.10 | 810926 
18:30 | 236.12 | 236.33 | 235.35 | 235.53 | 674216 
18:45 | 235.54 | 235.54 | 234.61 | 235.04 | 814114 
19:00 | 235.02 | 235.70 | 234.86 | 235.29 | 501912 
19:15 | 235.23 | 235.29 | 233.49 | 233.59 | 581873 
19:30 | 233.55 | 233.71 | 232.15 | 232.17 | 709528 
19:45 | 232.16 | 232.34 | 231.31 | 231.95 | 805052 
20:00 | 231.91 | 232.41 | 231.18 | 231.57 | 550714 
20:15 | 231.57 | 231.64 | 231.11 | 231.59 | 551266 
20:30 | 231.61 | 231.82 | 230.80 | 231.08 | 604037 
20:45 | 231.03 | 232.09 | 230.86 | 231.65 | 530296 
21:00 | 231.66 | 232.17 | 231.13 | 231.17 | 483713 
21:15 | 231.20 | 231.88 | 231.02 | 231.42 | 685702 
21:30 | 231.47 | 232.08 | 231.41 | 231.88 | 596294 
